Rank,Title,Year,Predicted_Rating,Recommendation_Score,Keywords_From_CSV,Female_Critiques_From_CSV,Hours_Themes_Alignment_From_CSV,Awards_From_CSV,Narrative_Type_From_CSV,Director,Rated,Content_Warnings,Released,Runtime,Runtime_mins,Genre,Primary_Genre,Secondary_Genre,IMDb_Rating,imdbRating,imdbVotes,Metascore,Has_Oscar,Award_Count,Awards,Writer,Actors,Plot,Language,Country,imdbID,Type,DVD,BoxOffice,Production,Mood_Tags,Pacing,Style_Tags,Themes,Lead_Gender,Narrative_Structure,Ending_Type,Character_Arcs,Is_Adaptation,Budget_Level,Special_Effects,Filming_Location_Diversity,Has_LGBT,Has_Cinematography,Has_Screenplay,Has_Plot_Twist,Genre_Count,Is_Drama,Is_Comedy,Is_Crime,Is_History,Is_Romance,Is_Action,Is_Adventure,Is_Sci_Fi
1,92 Legendary La Rose Noire,1992,7.396,0.552,,,,,,Jeffrey Lau,N/A,N/A,02 Jul 1992,100 min,100,"Action, Comedy, Musical",Action,Comedy,6.6,6.6,450,0.0,0.0,2.0,2 wins & 7 nominations,Jeffrey Lau,"Maggie Siu, Tony Ka Fai Leung, Wan-Si Wong","The film is about a movie hero of the 60s called Black Rose, but she was actually real, and a woman in the 90s is mistaken for her because she's in the wrong place at the wrong time and somebody is doing crimes as Black Rose, who isn't the real Black Rose",Cantonese,Hong Kong,tt0103602,movie,N/A,N/A,N/A,"exciting, funny",fast,conventional,general,female,linear,neutral,minimal,original,low,practical_effects,low,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2,A Better Tomorrow,1986,8.136,0.635,,,,,,John Woo,Not Rated,Not Rated,08 Jul 2025,95 min,95,"Action, Crime, Drama",Action,Crime,7.4,7.4,27455,78.0,0.0,2.0,6 wins & 14 nominations total,"Hing-Ka Chan, Suk-Wah Leung, John Woo","Lung Ti, Leslie Cheung, Chow Yun-Fat","This story is the tale of two brothers: one a successful counterfeiter and the younger a fledgling graduate of the HK police academy. The plot revolves around the split when the younger brother learns the other is a criminal and the efforts of the criminal brother to reform. Along the way are plenty of heists, double-crosses, and shoot outs.","Cantonese, Mandarin, English",Hong Kong,tt0092263,movie,N/A,N/A,N/A,"dark, exciting, uplifting, emotional",fast,intimate,general,unknown,linear,happy,growth,original,low,practical_effects,low,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3,A Chinese Ghost Story,1987,7.451,0.569,,,,,,Siu-Tung Ching,Unrated,Unrated,18 Jul 1987,98 min,98,"Action, Fantasy, Horror",Action,Fantasy,7.3,7.3,11916,0.0,0.0,2.0,12 wins & 15 nominations total,"Songling Pu, Kai-Chi Yuen","Leslie Cheung, Joey Wang, Wu Ma","Ning Tsai-Shen, a humble tax collector, arrives in a small town to carry out his work. Unsurprisingly, no-one is willing to give him shelter for the night, so he ends up spending the night in the haunted Lan Ro temple. There, he meets Taoist Swordsman Yen Che-Hsia, who warns him to stay out of trouble, and the beautiful Nieh Hsiao-Tsing, with whom he falls in love. Unfortunately, Hsiao-Tsing is a ghost, bound for all eternity by a hideous tree spirit with an incredibly long tongue that wraps itself round its victims and sucks out their life essence (or 'yang element')...",Cantonese,Hong Kong,tt0093978,movie,N/A,N/A,N/A,"suspenseful, exciting",fast,surreal,love,male,linear,neutral,minimal,original,low,practical_effects,low,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,A Chinese Odyssey: Part One - Pandora's Box,1995,7.462,0.573,,,,,,Jeffrey Lau,N/A,N/A,21 Jan 1995,87 min,87,"Action, Adventure, Comedy",Action,Adventure,7.5,7.5,9189,0.0,0.0,2.0,3 wins & 1 nomination total,"Jeffrey Lau, Cheng'en Wu","Stephen Chow, Man-Tat Ng, Kar-Ying Law","Fantasy adventure about the arrival of Buddhism in China. When the Goddess of Happiness tosses the Longevity Monk and his disciples out of heaven (because the Monkey King tried to attain immortality), the Monkey King is reincarnated as the Joker. He now spends his time chasing two jealous women. When one of them is dying, the Joker goes back in time in an attempt to save her.",Cantonese,"Hong Kong, China",tt0112778,movie,N/A,N/A,N/A,"exciting, funny",fast,conventional,general,male,surreal,neutral,minimal,original,low,practical_effects,medium,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5,A City of Sadness,1989,8.275,0.674,,,,,,Hsiao-Hsien Hou,N/A,N/A,21 Oct 1989,157 min,157,"Comedy, Drama, History",Comedy,Drama,7.8,7.8,6631,0.0,0.0,2.0,8 wins & 6 nominations total,"T'ien-wen Chu, Nien-Jen Wu","Tony Leung Chiu-wai, Shu-Fen Hsin, Sung-Young Chen","The story of a family embroiled in the ""White Terror"" that was wrought on the Taiwanese people by the Kuomintang government after their arrival from mainland China in the late 1940s.","Mandarin, Min Nan, Japanese, Cantonese, Shanghainese",Taiwan,tt0096908,movie,N/A,N/A,N/A,"funny, emotional",epic,intimate,family,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6,A Time to Live and a Time to Die,1985,8.202,0.64,,,,,,Hsiao-Hsien Hou,Not Rated,Not Rated,N/A,138 min,138,"Biography, Drama",Biography,Drama,7.5,7.5,3772,0.0,0.0,2.0,8 wins & 5 nominations total,"T'ien-wen Chu, Hsiao-Hsien Hou","Yu An-Shun, Chia-bao Chang, Neng Chang","This depiction of childhood and adolescence draws heavily from the filmmaker's own boyhood. Like many of their compatriots, Hou's family moved from the mainland to Taiwan in 1948 and was unable ever to return. The film focuses on the widening generation gap in a family cut off from its cultural heritage.","Mandarin, Hakka, Min Nan",Taiwan,tt0090185,movie,N/A,N/A,N/A,emotional,slow,intimate,family,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,A Touch of Zen,1971,8.146,0.637,,,,,,King Hu,Not Rated,Not Rated,18 Nov 1971,200 min,200,"Action, Adventure, Drama",Action,Adventure,7.5,7.5,7822,0.0,0.0,2.0,2 wins & 1 nomination total,"Songling Pu, King Hu","Feng Hsu, Chun Shih, Ying Bai","An artist, Ku, lives with his mother near an abandoned fort, reputed to be haunted. One night, investigating strange noises, he meets the beautiful Yang who is living there. She is being pursued by agents of an Imperial noble who have murdered her family. Ku finds himself caught up in her struggle to survive, and many fierce battles take place before all is resolved. Action adventure with a lyrical feel, this is a kung fu film with a strong spiritual element.",Mandarin,"Taiwan, Hong Kong",tt0064451,movie,N/A,N/A,N/A,"dark, exciting, emotional",epic,intimate,"family, survival",ensemble,linear,neutral,minimal,original,low,practical_effects,medium,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
8,Ah Ying,1983,7.853,0.611,,,,,,Allen Fong,N/A,N/A,25 Nov 1983,110 min,110,Drama,Drama,Unknown,6.9,6.9,164,0.0,0.0,2.0,5 wins & 8 nominations,"Yeung-Ping Sze, Peter Wang","Kwok-Lam Cha, Chi-Hung Chang, Ming-Cheung Chin","When romance starts to cool, Ah Ying applies for a job in a film centre. Instead of paying her for her work, the centre lets her attend its classes for free. She is later drawn into a relationship with her teacher. Based on the life of its leading actress, Hui So Ying, and using non-professionals, the film is a realistic portrayal of contemporary Hong Kong life.","Mandarin, Cantonese, English",Hong Kong,tt0085144,movie,N/A,N/A,N/A,emotional,medium,intimate,love,female,linear,neutral,minimal,based_on,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,An Autumn's Tale,1987,8.14,0.637,,,,,,Mabel Cheung,N/A,N/A,16 Jul 1987,98 min,98,"Drama, Romance",Drama,Romance,7.5,7.5,2588,0.0,0.0,2.0,4 wins & 9 nominations total,"Alex Law, Chi-Yeuh Low","Chow Yun-Fat, Cherie Chung, Danny Bak-Keung Chan","Filmed in New York, story of naive young woman from Hong Kong who goes to New York to study. Street-wise cabbie cousin takes care of her in the big city.","Cantonese, English, Japanese",Hong Kong,tt0093426,movie,N/A,N/A,N/A,emotional,medium,intimate,general,female,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,As Tears Go By,1988,7.757,0.608,,,,,,Wong Kar-Wai,Not Rated,Not Rated,02 May 2008,102 min,102,"Crime, Drama, Romance",Crime,Drama,7.0,7.0,13703,67.0,0.0,2.0,2 wins & 10 nominations total,"Wong Kar-Wai, Jeffrey Lau","Andy Lau, Maggie Cheung, Jacky Cheung","A low-level triad ""big brother"" has a hot-tempered ""little brother"" who can't keep out of trouble, and consequently is in constant need of being bailed out by his protector. The ""big brother"" is super cool, but lacks the ambition to rise in the ranks of the triad societies - and once he meets his cousin from Kowloon and falls in love with her, he even thinks about leaving ""the life"".",Cantonese,Hong Kong,tt0096461,movie,N/A,"$9,436",N/A,"dark, emotional",medium,intimate,love,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
11,Ashes of Time,1994,7.731,0.607,,,,,,Wong Kar-Wai,R,R,17 Sep 1994,100 min,100,"Action, Drama",Action,Drama,7.0,7.0,17914,69.0,0.0,2.0,9 wins & 13 nominations total,"Louis Cha, Wong Kar-Wai","Brigitte Lin, Maggie Cheung, Leslie Cheung","Ou-yang Feng lives in the middle of a desert, where he acts as a middle man to various swordsmen in ancient China. One of those swordsmen is Huang Yao-shi, who has found some magic wine that causes one to forget the past. At another time, Huang met Mu-rong Yin and under the influence of drink, promised to marry Mu-rong's sister Mu-rong Yang. Huang jilts her, and Mu-rong Yin hires Ou-yang to kill Huang. But then Mu-rong Yang hires Ou-yang to protect Huang. This is awkward, because Mu-rong Yang and Mu-rong Yin are in reality the same person. Other unrelated plot lines careen about. Among them is Ou-yang's continuing efforts to destroy a band of horse thieves. Oy-yang recruits another swordsman, a man who is going blind and wants to get home to see his wife before his sight goes completely. The swordsman is killed. Ou-yang then meets another swordsman who doesn't like wearing shoes. Oy-yang sends this man after the horse thieves, with better results. We then find out what a man must give up to follow the martial path.","Mandarin, Cantonese","Hong Kong, Taiwan, China, Japan",tt0109688,movie,N/A,"$174,273",N/A,"exciting, emotional",fast,intimate,general,male,linear,neutral,minimal,original,low,practical_effects,high,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,Beautiful Duckling,1965,5.33,0.316,,,,,,Hsing Lee,N/A,,1965-05-20,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1345532,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Blind Shaft,2003,8.095,0.635,,,,,,Yang Li,Unrated,Unrated,10 Nov 2005,92 min,92,"Crime, Drama",Crime,Drama,7.5,7.5,3031,78.0,0.0,2.0,16 wins & 7 nominations total,"Yang Li, Liu Qingbang","Yixiang Li, Baoqiang Wang, Shuangbao Wang","Two Chinese coal miners have hit upon the perfect scam: murder one of their fellow mine workers, make the death look like an accident, and extort money from the boss to keep the incident hushed up. For their latest ""mark,"" they choose a naive teenager from a small village, and as they prepare to carry out their newest plan, things start to get complicated...",Mandarin,"Hong Kong, Germany",tt0351299,movie,N/A,"$33,272",N/A,"dark, emotional",medium,intimate,coming-of-age,unknown,linear,tragic,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14,Boat People,1982,8.242,0.644,,,,,,Ann Hui,R,R,13 Oct 1982,109 min,109,Drama,Drama,Unknown,7.6,7.6,1781,0.0,0.0,2.0,6 wins & 7 nominations total,"Cheung Gam Hung, Kang-Chien Chiu","George Lam, Cora Miao, Season Ma","A Japanese reporter arrives in Vietnam hoping to capture the essence the society under the rule of the Communist Party. With the help of a vietnamese girl, he eventually opens his eyes to the painful truth of postwar Vietnam.","Cantonese, Japanese, Vietnamese, English",Hong Kong,tt0084807,movie,N/A,N/A,N/A,emotional,medium,intimate,general,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,"C'est la vie, mon chéri",1993,8.171,0.641,,,,,,Derek Tung-Sing Yee,Not Rated,Not Rated,11 Nov 1993,105 min,105,"Drama, Romance",Drama,Romance,7.6,7.6,961,0.0,0.0,2.0,6 wins & 12 nominations,Derek Tung-Sing Yee,"Ching Wan Lau, Anita Yuen, Carina Lau","A jazz musician (Lau Ching-Wan) who has problems in both his life and career breaks up with his girlfriend, and moves into a poor neighborhood. There, he meets a girl (Anita Yuen), who started being interested in him as of his saxophone skills. Their friendship turns into a romance, and he gets inspired to write songs again. However, Min discovers that she has an issue with her health-condition...","Cantonese, Mandarin, English",Hong Kong,tt0111770,movie,N/A,N/A,N/A,emotional,medium,intimate,"love, friendship",ensemble,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,Cape No. 7,2008,7.854,0.613,,,,,,Te-Sheng Wei,N/A,N/A,22 Aug 2008,129 min,129,"Comedy, Drama, Music",Comedy,Drama,7.0,7.0,4521,0.0,0.0,2.0,11 wins & 9 nominations total,Te-Sheng Wei,"Van Fan, Chie Tanaka, Min-Hsiung","Aga, a band singer, returns to Hengchun with frustration. Tomoko is a Japanese model assigned to organize a local warm-up band for the Japanese superstar beach concert. Together with five more ordinary Hengchun residents who were not expected to be great at anything, they form an impossible band.","Mandarin, Min Nan, Hakka, Japanese, English","Taiwan, United States",tt1267160,movie,N/A,N/A,N/A,"funny, emotional",slow,intimate,general,unknown,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Center Stage,1991,8.192,0.638,,,,,,Stanley Kwan,N/A,N/A,20 Feb 1992,126 min,126,"Biography, Drama, Romance",Biography,Drama,7.4,7.4,3014,0.0,0.0,2.0,12 wins & 14 nominations total,"Peggy Chiao, Kang-Chien Chiu","Maggie Cheung, Chin Han, Tony Ka Fai Leung","A film so delicate you can almost break it off in your hand, this is a stunning biography of Ruan Lingyu, China's first real movie star, a woman who lived a ""colorful"" life and was dead before she was 30. Director Stanley Kwan deftly mixes his narrative with actual film clips, re-creations of lost films, interviews with survivors, and his own conversations with his cast. The result is a kaleidoscope of emotion and tragedy. Maggie Cheung is nothing less than astonishing as Ruan, and she is ably supported by Tony Leung (of Anna's the lover).","Cantonese, Mandarin, English",Hong Kong,tt0102816,movie,N/A,N/A,N/A,"dark, emotional",slow,intimate,love,female,linear,tragic,minimal,biography,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18,China Behind,1978,7.891,0.619,,,,,,Shu Shuen Tong,N/A,N/A,25 Jan 1978,110 min,110,Drama,Drama,Unknown,7.2,7.2,103,0.0,0.0,0.0,N/A,Shu Shuen Tong,"Chi-Lu Tseng, Hsiao-Ling Shaw, Pao-Hsien Feng",Four college students and a doctor try to escape the Cultural Revolution.,Mandarin,Hong Kong,tt0071314,movie,N/A,N/A,N/A,emotional,medium,intimate,general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,City of Life and Death,2009,8.07,0.661,,,,,,Chuan Lu,R,R,22 Apr 2009,133 min,133,"Drama, History, War",Drama,History,7.7,7.7,12159,85.0,0.0,2.0,17 wins & 15 nominations total,Chuan Lu,"Ye Liu, Wei Fan, Hideo Nakaizumi","In 1937, Japan occupied Nanjing, the Chinese capital. There was a battle and subsequent atrocities against the inhabitants, especially those who took refuge in the International Security Zone.","Mandarin, English, Japanese, German","China, Hong Kong",tt1124052,movie,N/A,"$122,558",N/A,emotional,slow,"epic, intimate",general,unknown,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20,City on Fire,1987,7.798,0.612,,,,,,Ringo Lam,R,R,24 Jun 2025,101 min,101,"Action, Crime, Drama",Action,Crime,7.1,7.1,7902,0.0,0.0,2.0,2 wins & 9 nominations total,"Ringo Lam, Sai-Shing Shum","Chow Yun-Fat, Yueh Sun, Danny Lee","Ko Chow is about to resign from the police force when he is asked to take on one more case. He is to go undercover in a gang that is robbing jewellery stores. He accepts the task and successfully infiltrates the gang. It is a very dangerous mission, not just because the gang might discover his true identity but because many of the police suspect he may well be a criminal.","Cantonese, Mandarin, English",Hong Kong,tt0093435,movie,N/A,N/A,N/A,"dark, exciting, uplifting, emotional",fast,intimate,general,male,linear,happy,self-discovery,original,low,practical_effects,low,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
21,Cold Nights,1955,7.754,0.602,,,,,,Sun-Fung Lee,N/A,N/A,24 Mar 1955,136 min,136,Drama,Drama,Unknown,6.7,6.7,17,0.0,0.0,0.0,N/A,"Jin Ba, Sun-Fung Lee","Chi-Sing Chow, Yik-Mei Fung, Luquan Gao","Cold Nights features great performances by both Pak Yin as a tough minded ""new woman"", Shusheng, and Ng Cho-fan as her weak husband, Wang Wenxuan, whose spirits have been crushed by the Sino-Japanese war.",Cantonese,Hong Kong,tt0205113,movie,N/A,N/A,N/A,emotional,slow,intimate,general,female,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Crossroads,1937,7.698,0.599,,,,,,Xiling Shen,Not Rated,Not Rated,15 Apr 1937,110 min,110,"Comedy, Drama, Romance",Comedy,Drama,6.7,6.7,184,0.0,0.0,0.0,N/A,Xiling Shen,"Dan Zhao, Yang Bai, Ban Lü","Four students in Shanghai have recently finished university. All are unemployed. Xu contemplates suicide but his friend Zhao talks him out of it. Zhao lives in a shabby room with just a flimsy wall of planks separating him from the room behind. Miss Yang, in town to take a factory job, moves in behind. Her nails into the wall knock Zhao's photos down. The unseen neighbours start playing tit for tat... Zhao gets a job as proofreader at a newspaper. He sees that pretty girl on the tram to work every day. He doesn't know her, but it's Miss Yang... Zhao is assigned to cover labour conditions for the paper. He is sent to a factory, the one where Miss Yang works...",Mandarin,China,tt0195260,movie,N/A,N/A,N/A,"funny, emotional",fast,intimate,friendship,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
23,"Crouching Tiger, Hidden Dragon",2000,8.285,0.652,,,,,,Ang Lee,PG-13,PG-13,12 Jan 2001,120 min,120,"Action, Adventure, Drama",Action,Adventure,7.9,7.9,290075,94.0,1.0,2.0,Won 4 Oscars. 101 wins & 132 nominations total,"Hui-Ling Wang, James Schamus, Kuo Jung Tsai","Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang","In early nineteenth-century China, in the waning years of the Qing dynasty, the renowned swordsman who yearns for enlightenment, Li Mu Bai, decides to give up his legendary Green Destiny sword: the sharp four-hundred-year-old blade of heroes. To mark the end of a blood-stained career, Li entrusts the excellent female warrior, Yu Shu Lien, with the precious weapon to deliver it to Governor Yu; however, once there, an audacious and nimble masked thief manages to steal it. As Shu Lien is hot on the trail of the skilled burglar, unrequited loves; fervent passions; an unconquerable desire for freedom, and bitter loose ends stand in the way. Can Mu Bai shake off his violent past?","Mandarin, Chinese","China, Taiwan, Hong Kong, United States",tt0190332,movie,N/A,"$128,530,421",N/A,"exciting, emotional",fast,intimate,love,ensemble,linear,neutral,minimal,original,high,practical_effects,high,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
24,Crows and Sparrows,1949,7.807,0.614,,,,,,Junli Zheng,N/A,N/A,11 Jan 1949,113 min,113,Drama,Drama,Unknown,7.2,7.2,338,0.0,0.0,1.0,1 win,"Baichen Chen, Gu Liu, Fu Shen","Dan Zhao, Yinyan Wu, Daolin Sun",A story of a corrupt party official who attempts to sell an apartment building he has appropriated from the original owner and the struggles of the tenants to prevent themselves being thrown onto the street.,Mandarin,China,tt0042054,movie,N/A,N/A,N/A,emotional,medium,intimate,general,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Dangerous Encounters of the First Kind,1980,7.386,0.565,,,,,,Hark Tsui,N/A,N/A,04 Dec 1980,95 min,95,"Action, Crime, Thriller",Action,Crime,7.3,7.3,1146,0.0,0.0,0.0,N/A,"Cheuk-Hon Szeto, Hark Tsui","Lieh Lo, Chen-Chi Lin, Albert Au","Three lazybones friends manufacture a firebomb and place it in a cinema. Pearl, a sadistic young girl, has observed the scene, follows the bombers and starts to manipulate them. The four criminals plan more and more daring acts.","English, Cantonese",Hong Kong,tt0083199,movie,N/A,N/A,N/A,"dark, suspenseful, exciting",fast,conventional,friendship,unknown,linear,neutral,minimal,original,low,practical_effects,low,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26,Days of Being Wild,1990,8.159,0.636,,,,,,Wong Kar-Wai,Not Rated,Not Rated,15 Dec 1990,94 min,94,"Crime, Drama, Romance",Crime,Drama,7.4,7.4,27586,93.0,0.0,2.0,17 wins & 9 nominations total,"Wong Kar-Wai, Jeffrey Lau","Leslie Cheung, Maggie Cheung, Andy Lau","Set in 1960, the film centres on the young, boyishly handsome Yuddy, who learns from the drunken ex-prostitute who raised him that she is not his real mother. Hoping to hold onto him, she refuses to divulge the name of his real birth mother. The revelation shakes Yuddy to his very core, unleashing a cascade of conflicting emotions. Two women have the bad luck to fall for Yuddy. One is a quiet lass named Su Lizhen who works at a sports arena, while the other is a glitzy showgirl named Mimi. Perhaps due to his unresolved Oedipal issues, he passively lets the two compete for him, unable or unwilling to make a choice. As Lizhen slowly confides her frustration to a cop named Tide, he falls for her. The same is true for Yuddy's friend Zeb, who falls for Mimi. Later, Yuddy learns of his birth mother's whereabouts and heads out to the Philippines.","Cantonese, Shanghainese, Tagalog, English, Mandarin",Hong Kong,tt0101258,movie,N/A,"$146,310",N/A,"dark, emotional",medium,intimate,friendship,ensemble,linear,neutral,growth,original,low,minimal,low,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27,Dragon Inn,1967,7.646,0.58,,,,,,King Hu,Not Rated,Not Rated,21 Oct 1967,111 min,111,"Action, Adventure",Action,Adventure,7.4,7.4,3920,100.0,0.0,2.0,1 win & 1 nomination total,King Hu,"Polly Ling-Feng Shang-Kuan, Chun Shih, Ying Bai","The Eunuch of the Emperor has ordered the commander of his army condemned to death for betrayal and insurrection. The commander's family was was murdered to cut off his bloodline, but his two youngest, a son and a daughter, were expelled from the empire to the outlands in an attempt to draw out the commanders confidant and adviser. In order to complete the plan, the Eunuch sent his ultra-secret Black Arrow Troop to assassinate the two remaining children and the advisor. The ambush: to be carried out at the Inn Of Dragon's Gate at the border. The plans fail as journeymen of great swordsmanship turn up at the inn. From that point until the end of the flic many battles take place. This film is a masterpiece of martial arts swords-play and speaks the tune of ""The Swordsman"" and the ""Zatoichi"" films. A must see for fans of classic Asian cinema.",Mandarin,"Taiwan, Hong Kong",tt0060635,movie,N/A,N/A,N/A,"dark, exciting",fast,conventional,"family, betrayal",male,linear,tragic,minimal,original,low,practical_effects,medium,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
